"","logFC","AveExpr","t","P.Value","adj.P.Val","B","symbol"
"ILMN_1767260",13.7639280936455,134.505269461078,4.62471959003321,7.52118106287371e-06,4.77100978897198e-05,2.80592134790195,"CCDC138"
"ILMN_1784436",61.7171806020067,191.750239520958,4.62467001698061,7.52277364197815e-06,4.77138043540665e-05,2.80575609295531,"ARHGAP39"
"ILMN_1768110",222.364576923076,574.854730538922,4.6245063451818,7.52803405714364e-06,4.77407702562519e-05,2.80521049168201,"ZAK"
"ILMN_1692041",12.5238444816054,107.044011976048,4.62406334442074,7.5422899200247e-06,4.78198103241149e-05,2.80373381552636,"POT1"
"ILMN_1785831",30.806897993311,143.242215568862,4.62405624538893,7.54251858034727e-06,4.78198103241149e-05,2.80371015281362,"ZDHHC13"
"ILMN_3292572",24.2800050167224,149.94880239521,4.62386378070833,7.54872043081614e-06,4.78527191195019e-05,2.80306863365316,""
"ILMN_1753411",-23.7509615384615,146.355508982036,-4.62372122451067,7.55331723578796e-06,4.78754457851538e-05,2.80259348090862,""
"ILMN_1690174",12.4155919732441,113.31119760479,4.62357765812573,7.55794934423329e-06,4.78983900988091e-05,2.80211497189313,"DLL4"
"ILMN_2281529",-14.3347993311037,129.275269461078,-4.62332316976446,7.56616703887496e-06,4.79440488234656e-05,2.80126678476135,"STAP2"
"ILMN_1720566",13.5907608695652,117.366407185629,4.62319336844284,7.57036177799679e-06,4.79642067289281e-05,2.80083418155656,"WI2-2373I1.2"
"ILMN_1672366",564.383573578595,2079.62910179641,4.62263076800941,7.58856907099322e-06,4.80731279220269e-05,2.79895924313124,"PIGY"
"ILMN_3245869",286.782648829432,799.307365269461,4.62205026467388,7.60740003398224e-06,4.81859703397279e-05,2.79702481507729,"SMIM4"
"ILMN_1675239",196.534727424749,936.938862275449,4.62198356522617,7.60956658449065e-06,4.81932427611438e-05,2.79680256190539,"NDUFA7"
"ILMN_1653575",-17.4595769230769,139.44251497006,-4.62162348281035,7.62127316978718e-06,4.82609245203625e-05,2.79560275033086,"IL18BP"
"ILMN_1774242",-13.5544498327759,126.878982035928,-4.6212946275334,7.63197971286988e-06,4.83222563516763e-05,2.79450704850797,""
"ILMN_1701243",40.3135133779264,204.014071856287,4.62079566488036,7.64825215867526e-06,4.84188078465325e-05,2.79284468004787,"C10orf2"
"ILMN_2403730",173.215476588629,560.19377245509,4.62049208680973,7.65816898685286e-06,4.84751033702315e-05,2.7918333283946,"ATP6V1H"
"ILMN_1687284",16.7899615384615,132.005988023952,4.6204389651849,7.6599055583446e-06,4.84796109177455e-05,2.79165636194526,"USP12"
"ILMN_2097793",-143.858483277592,608.061736526946,-4.62033355211199,7.66335268743365e-06,4.84949419463406e-05,2.79130519903815,"ZBTB4"
"ILMN_1691483",-9.78809030100335,107.927005988024,-4.62015082814325,7.66933151782676e-06,4.85262877505814e-05,2.79069650391631,"CLU"
"ILMN_1751708",1678.83834782609,6140.53628742515,4.61939387671839,7.6941473611686e-06,4.86767969819813e-05,2.78817511318199,"ITM2B"
"ILMN_1687825",-9.03582274247491,97.7104191616766,-4.61925237419545,7.69879495628113e-06,4.86996892021301e-05,2.7877038043576,"CD226"
"ILMN_2085922",130.374197324415,530.49748502994,4.61889390709381,7.71058079238001e-06,4.87677231030482e-05,2.78650988889686,"WRB"
"ILMN_1915188",92.5243946488294,315.112095808383,4.61850742048381,7.72330736566745e-06,4.88416879805045e-05,2.78522272687258,"MID2"
"ILMN_1688580",-7.55210869565219,96.3769461077844,-4.61811341306286,7.73630244967697e-06,4.89173309090879e-05,2.78391059815361,"CAMP"
"ILMN_3242211",103.29266722408,319.771796407186,4.61785591317812,7.74480666070257e-06,4.89645612288266e-05,2.78305311269067,"TMEM187"
"ILMN_2369919",-22.7486538461539,149.883413173653,-4.61742410969522,7.75908768110179e-06,4.90482964527249e-05,2.78161526707204,"IL17RC"
"ILMN_1653553",-51.3576772575251,207.21874251497,-4.61711229765021,7.76941602133869e-06,4.91070261736062e-05,2.78057703717259,""
"ILMN_1808797",-20.8864214046823,156.027904191617,-4.61669191678634,7.78336154855222e-06,4.91885997864033e-05,2.77917739023863,"ADCY10"
"ILMN_1729058",16.4778795986622,137.520119760479,4.61533350002383,7.82859034018091e-06,4.94678264224918e-05,2.77465521244075,"SCAMP1"
"ILMN_2382906",21.2953344481605,133.398682634731,4.61524760810267,7.83145863727375e-06,4.94793438762441e-05,2.77436931029767,"PLCG1"
"ILMN_1902353",9.40686789297659,116.301437125749,4.61519609611979,7.83317932807273e-06,4.94836086187502e-05,2.77419784799526,""
"ILMN_1678766",287.639322742475,1151.58479041916,4.61477732044283,7.8471815257348e-06,4.95654463642315e-05,2.77280396696158,"DYNLT1"
"ILMN_2255142",-9.17082775919733,117.093413173653,-4.61459275738226,7.85336024509808e-06,4.95978531320607e-05,2.77218968416135,"TRIM34"
"ILMN_2358733",28.0218612040134,198.409760479042,4.61441313942841,7.85937792035266e-06,4.96279329885498e-05,2.77159187739215,"TAZ"
"ILMN_1660043",-9.52027090301005,132.286047904192,-4.61438799831853,7.86022056863996e-06,4.96279329885498e-05,2.77150820378192,"UBXN11"
"ILMN_1652825",-79.4354548494983,224.697784431138,-4.61428131479415,7.86379722327445e-06,4.96438917022137e-05,2.77115314774964,"IL10RA"
