"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0032908","regulation of transforming growth factor beta1 production","2/4095","12/18986",0.166666666666667,0.772730972730973,-0.412973086925388,0.767093277486164,1,0.810600682824595,"LAPTM4B/THBS1",2
"GO:0010717","regulation of epithelial to mesenchymal transition","24/4095","126/18986",0.19047619047619,0.88312111169254,-0.690272898560384,0.785672564616475,1,0.810600682824595,"FERMT2/BMP7/SFRP1/EZH2/GATA3/COL1A1/MDK/BMP5/BMP4/IL1B/ELL3/LOXL2/SPRY2/IL6/LEF1/PHLDB2/PDPN/TBX20/TNXB/AXIN2/LRG1/ALX1/ZNF703/SPRED3",24
"GO:0032905","transforming growth factor beta1 production","2/4095","13/18986",0.153846153846154,0.713290128674744,-0.542271325984894,0.805666901981084,1,0.810600682824595,"LAPTM4B/THBS1",2
"GO:0002068","glandular epithelial cell development","6/4095","36/18986",0.166666666666667,0.772730972730973,-0.715743179711654,0.819390920147806,1,0.810600682824595,"PAX6/BMP5/SPDEF/BMP4/NKX2-2/INSM1",6
"GO:0010634","positive regulation of epithelial cell migration","8/4095","48/18986",0.166666666666667,0.772730972730973,-0.826730838150255,0.842315428183935,1,0.810600682824595,"ITGA3/EPB41L4B/MMP9/TACR1/SOX9/ITGA2/HAS2/SRC",8
"GO:0002069","columnar/cuboidal epithelial cell maturation","2/4095","15/18986",0.133333333333333,0.618184778184778,-0.775754096965416,0.86612006702218,1,0.810600682824595,"TYMS/TMIGD1",2
"GO:0060392","negative regulation of SMAD protein signal transduction","6/4095","39/18986",0.153846153846154,0.713290128674744,-0.939885703715012,0.874852486935467,1,0.810600682824595,"TGFBR3/DKK1/CCN3/CILP/TBX20/MIR483",6
"GO:0071559","response to transforming growth factor beta","58/4095","313/18986",0.185303514376997,0.859138589490027,-1.31773316049226,0.919253596688019,1,0.810600682824595,"ITGA3/DKK3/TGFBR3/FERMT2/FERMT1/MXRA5/SFRP1/WNT2/PBLD/COL1A1/FOLR1/SOX6/IL17F/LOX/FNDC4/LTBP2/NDP/SOX9/GDF5/ID1/POSTN/COL4A2/AMHR2/SPRY2/THBS1/TET1/CILP/PRDM16/DLX1/CDKN2B/ANKRD1/WNT7A/CD109/NODAL/FOXH1/WNT4/HPGD/CITED2/COL1A2/NPNT/HTRA4/ZEB2/FOS/HTRA3/LRG1/SOX11/JUN/DAND5/PSG9/ZNF703/ZFP36L1/PDE2A/SPRED3/SRC/ADAMTSL2/PEG10/SCX/GDF10",58
"GO:0071560","cellular response to transforming growth factor beta stimulus","56/4095","306/18986",0.183006535947712,0.848488911234009,-1.40115770175744,0.931610169403962,1,0.810600682824595,"ITGA3/DKK3/TGFBR3/FERMT2/FERMT1/SFRP1/WNT2/PBLD/COL1A1/FOLR1/SOX6/IL17F/LOX/LTBP2/NDP/SOX9/GDF5/ID1/POSTN/COL4A2/AMHR2/SPRY2/THBS1/TET1/CILP/PRDM16/DLX1/CDKN2B/ANKRD1/WNT7A/CD109/NODAL/FOXH1/WNT4/HPGD/CITED2/COL1A2/NPNT/HTRA4/ZEB2/FOS/HTRA3/LRG1/SOX11/JUN/DAND5/PSG9/ZNF703/ZFP36L1/PDE2A/SPRED3/SRC/ADAMTSL2/PEG10/SCX/GDF10",56
"GO:1903845","negative regulation of cellular response to transforming growth factor beta stimulus","1/4095","14/18986",0.0714285714285714,0.331170416884703,-1.31278394276042,0.966711618457508,1,0.810600682824595,"DLX1",1
"GO:0007179","transforming growth factor beta receptor signaling pathway","42/4095","250/18986",0.168,0.778912820512821,-1.84529347754211,0.975404642437006,1,0.810600682824595,"ITGA3/DKK3/TGFBR3/FERMT2/FERMT1/PBLD/FOLR1/IL17F/LOX/LTBP2/NDP/GDF5/ID1/AMHR2/SPRY2/THBS1/TET1/CILP/PRDM16/CDKN2B/CD109/NODAL/FOXH1/HPGD/CITED2/COL1A2/NPNT/HTRA4/ZEB2/FOS/HTRA3/LRG1/SOX11/JUN/DAND5/PSG9/ZNF703/SPRED3/SRC/ADAMTSL2/PEG10/GDF10",42
"GO:1903844","regulation of cellular response to transforming growth factor beta stimulus","28/4095","183/18986",0.153005464480874,0.709392368408762,-2.07152084995135,0.987315091784162,1,0.810600682824595,"ITGA3/DKK3/TGFBR3/FERMT1/PBLD/FOLR1/IL17F/LOX/SPRY2/THBS1/TET1/CILP/PRDM16/DLX1/CDKN2B/CD109/CITED2/NPNT/HTRA4/ZEB2/HTRA3/LRG1/SOX11/DAND5/ZNF703/SPRED3/ADAMTSL2/PEG10",28
"GO:0017015","regulation of transforming growth factor beta receptor signaling pathway","27/4095","180/18986",0.15,0.695457875457876,-2.15281014706803,0.990000813727665,1,0.810600682824595,"ITGA3/DKK3/TGFBR3/FERMT1/PBLD/FOLR1/IL17F/LOX/SPRY2/THBS1/TET1/CILP/PRDM16/CDKN2B/CD109/CITED2/NPNT/HTRA4/ZEB2/HTRA3/LRG1/SOX11/DAND5/ZNF703/SPRED3/ADAMTSL2/PEG10",27
"GO:0010719","negative regulation of epithelial to mesenchymal transition","5/4095","56/18986",0.0892857142857143,0.413963021105878,-2.30310665008715,0.996566947401065,1,0.810600682824595,"SFRP1/GATA3/BMP5/SPRY2/SPRED3",5
"GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway","13/4095","132/18986",0.0984848484848485,0.456613756613757,-3.28521786328264,0.999887222366452,1,0.810600682824595,"TGFBR3/PBLD/SPRY2/TET1/CILP/PRDM16/CD109/HTRA4/HTRA3/DAND5/SPRED3/ADAMTSL2/PEG10",13
